Temperature,Pressure,Vibration,Speed,ToolWear,Humidity,Power,Shift,MachineID,Defect
58.108701895575,1.2178222904033524,16.76538891133441,87.47875580091386,59.913045126599584,49.04576490538561,65.36956568723733,Night,Machine_C,0
77.31939700998855,1.6733773425155842,16.497485458515843,81.38810261312658,50.166395790750414,52.442360310925984,63.73462501098452,Evening,Machine_C,1
75.04161951525359,1.0736538309259775,16.2828754848595,111.6330201234326,31.27091435598619,40.791394814961876,52.66476702483739,Morning,Machine_B,0
70.15986993302657,1.3036294899199412,14.414240862802108,105.96442226080251,66.56486771457024,54.756223359883954,44.712778356157806,Evening,Machine_B,0
75.99687292540204,1.1787501430393459,15.67244952567139,112.31926878612472,68.78495198558046,47.12055244709394,35.4424407712556,Night,Machine_B,0
67.98423068801036,1.1332832193788034,13.128257989545046,98.60686261051366,37.14664875183167,42.648082963158764,56.26230654238334,Night,Machine_C,0
75.76575438224005,1.046670414690747,16.836868659420055,120.41328745850882,88.77643991820183,42.68772436402755,48.93661925209883,Night,Machine_B,0
63.29179511728829,1.1346958336977513,17.136286048109408,83.34428288928328,40.006457822087185,50.44042336639272,59.42553643491971,Night,Machine_C,0
72.99937710300014,1.1393107991128701,14.804803821456275,92.3758587922602,69.84996198082062,53.53607503539024,40.07082505106014,Evening,Machine_B,0
69.45864140653828,1.0804982363862288,11.608680191715049,108.12604152653067,20.939661853965163,43.87594888331895,47.138807101349435,Morning,Machine_C,0
76.77434188802616,1.247364889417301,16.06784989292019,101.45871250533571,35.30822308672853,52.44477040974979,43.104614203041805,Evening,Machine_B,0
76.93803105663333,1.6147059108302657,20.404763142549278,73.31742502976748,79.60720762587526,49.53784811831919,54.53868873186369,Morning,Machine_B,1
64.73706663159773,1.2980774025620798,11.16576691572956,102.80996699541708,3.7634375884522564,45.17107266137928,50.184381817477714,Night,Machine_B,0
72.53341423924037,1.271480918605525,14.993464897092505,93.80822285610643,4.19079039859912,44.347607271763174,29.329720897653317,Morning,Machine_C,0
78.23593094769826,1.1359822412981635,16.631240615448164,95.32486843441923,26.98261533410784,52.975199541401686,50.18155649000905,Night,Machine_C,0
71.18089985928971,1.168593670987339,10.519941528705171,118.84058778949554,82.7770106440647,46.56234855032805,51.97776206936385,Evening,Machine_B,0
69.78949660398253,1.1254565730216037,15.120468403421086,110.05455921381633,21.65012682172027,55.47455268199784,67.39966185004613,Morning,Machine_C,0
63.925206330448404,1.0403495927953768,15.447171092825384,106.23904170216987,88.58798974964765,38.66327508693377,45.90857712483154,Evening,Machine_A,0
74.734523475441,1.2383656136572094,15.461565621153156,105.5634673677992,71.60614529442344,41.31120033623477,56.49485401651522,Night,Machine_B,0
69.74196608792347,1.2165807951097571,14.535583086607826,88.75183906418535,68.89212567803727,47.95085682011815,46.87698621317044,Evening,Machine_B,0
73.50405009546466,1.1391738841411385,15.302513046265394,90.34220170846619,67.41184094095829,43.33373263350106,55.211192941220915,Night,Machine_A,0
70.98613365427099,1.2805354679480472,14.577306873081161,106.07972302846441,97.6310272599426,41.98753622554975,60.53030432686953,Night,Machine_C,0
80.20004346053037,1.166033743044719,14.45331672525468,109.43064071172071,63.36827645847216,44.30101873106473,31.585150011698946,Night,Machine_C,0
67.21292174521473,1.3232749882829622,15.947854735459916,109.74550784847372,64.92762286958549,46.34564306206181,51.079800344664896,Evening,Machine_C,0
67.39584620346199,1.1845432771513649,20.117488378171945,95.27309819169766,45.33992121470371,49.99581435930287,61.26568266078323,Evening,Machine_B,0
75.0671036066919,1.07052635082173,14.900504772239128,91.1260767911879,87.23068468037863,47.349488022004884,59.88431309931923,Morning,Machine_B,0
75.18976115813089,1.35225330383415,13.622123066317794,104.22163345541148,5.740413397824906,44.01265037728971,50.99912989805499,Morning,Machine_B,0
75.34804246850808,1.236542711370984,14.742257209993367,85.47871389374836,34.43043761274718,33.69990007137828,55.971223161429265,Evening,Machine_B,0
69.93664026992634,1.1053325384265604,14.822068698502557,95.26567175062189,28.666276077783404,50.15760571562573,47.10057461256231,Evening,Machine_B,0
71.03828608738189,1.159770424129611,13.677543768320044,111.3063913319321,39.795816587445835,41.709221071578376,55.95107436136428,Evening,Machine_C,0
63.26322831199588,1.1170464715539519,13.670032200395864,94.29002896687446,47.9910528492062,42.38979341838667,49.37949841389291,Evening,Machine_A,0
69.19565621334101,1.2991222182843565,13.29979496056098,107.20281202785127,95.60878618188265,48.37632597112617,45.539140767506794,Night,Machine_C,0
71.38398219672513,0.9917818023831967,13.863727884403787,79.13503908163136,92.4485883492399,44.03993815453715,54.870300386087365,Night,Machine_C,0
80.38668258434984,1.6278296046088752,20.147072377105978,79.81902365688717,86.12656079252812,47.319785033228435,56.74323682158464,Night,Machine_B,1
75.21130042127722,1.4282028833414926,19.815179919890685,70.66498533050209,26.98718280301816,51.847425707846256,66.67136554827765,Evening,Machine_A,1
64.50327793606836,1.011466121452624,17.273168291272857,80.30505797209872,55.56341492804987,46.56376064837071,55.02998795641937,Night,Machine_A,0
75.22095876218656,1.241054973073879,10.906413218466806,93.0299539341796,6.8487111345972185,37.356740015134285,57.749240427098684,Night,Machine_C,0
74.43675766885585,1.0789499964915146,14.651535394257042,98.81539794443448,35.973107415037134,47.86292013225228,49.2666834567061,Morning,Machine_A,0
68.8386496563062,1.2697264545160565,13.85122117233377,96.39719383999744,30.447951901819824,41.966923615130796,67.09512785262703,Morning,Machine_C,0
75.1623414156672,1.2964140949197338,12.573218429905724,101.38652739927898,64.80811225612062,45.16575134462141,40.68844648677019,Night,Machine_C,0
74.69739159840292,1.1552921983049202,13.353042399967297,105.0070158355417,1.7878802330998034,43.241592486768255,63.166991612691355,Night,Machine_C,0
61.60805152956952,1.248858809752976,11.343275860813154,103.63263318884962,78.87040045253502,45.59481568454232,58.983314510151274,Night,Machine_C,0
69.48043532988383,1.3473592592839883,14.682123664421955,99.41205332432077,82.64212718774479,44.94649195719838,55.812344155340035,Evening,Machine_B,0
76.69326312558871,1.104162132753849,15.004550012345877,103.21183034311026,3.2348792490752065,41.533204383986586,58.0099103615364,Morning,Machine_A,0
62.04874047877761,1.2861643696711629,12.193772638242706,85.49017588681076,8.181259061054991,41.325986095048506,46.32591911462858,Morning,Machine_B,0
62.74645272592012,1.1222040380532274,14.878261335854509,87.2027305121056,92.06816307957013,53.73243286436633,27.79156384146902,Morning,Machine_B,0
73.13307899615938,1.200341594579189,15.152847993012111,88.8995578476633,61.59828827730218,55.85554537616217,45.61128643642059,Night,Machine_B,0
76.46172255682146,1.1377425130202548,13.154037434953622,100.1149853615649,96.03486196737528,39.551750073992885,53.59335210328232,Evening,Machine_C,0
68.60044740800227,1.1414407507128148,15.18374741434927,108.30668327932588,45.75981741129949,50.86343068761984,56.62031728753007,Morning,Machine_C,0
67.65300920402098,1.1640389440211276,15.103189950692217,116.50754310944933,19.063476562504043,46.18681743217565,61.5231948491883,Morning,Machine_B,0
70.50444336975087,1.540084407966083,19.616184577043775,86.11881611220167,62.01759756881048,48.29332689801526,59.64363919111189,Evening,Machine_B,1
68.50853600769815,1.1868666045324692,16.56811674672806,83.65384629081164,92.89918956112902,51.692707817144615,38.08321894867226,Night,Machine_A,0
71.64018789476172,1.7168625692431587,22.090419070518504,85.15962680590083,36.53076761242945,44.65638447817215,59.19265872068846,Night,Machine_B,1
68.22677288486115,1.0622606535744332,17.18058346223736,107.77814439488563,89.22049710287509,45.3111676989956,52.06160712819659,Morning,Machine_C,0
76.55388356246544,1.2428572731334588,13.273094962036778,94.74056171252322,52.97432319695299,52.32474467828965,40.4890476338759,Morning,Machine_B,0
63.52776785295522,1.0921606784055171,14.622227208962313,96.82929430138228,7.005348580936522,44.2615727530112,64.92087038050337,Evening,Machine_A,0
68.73856327571909,1.0982710278468313,11.052238956816321,109.08534264123026,39.97593737128064,43.025279022480625,53.68087912060965,Morning,Machine_A,0
74.30496311347517,1.014479572049277,16.369807358581433,98.46312321621363,24.32491637805182,39.69394870671897,47.65428254686219,Evening,Machine_B,0
66.11883100258521,1.307648615090868,16.6970687404856,100.99591184718152,57.52808915870917,41.04392272968797,52.451952443031736,Morning,Machine_A,0
72.03946926894703,1.1758683151019358,17.2206825572775,96.31140544540264,15.244969740680714,44.62041787729312,49.88710770283493,Morning,Machine_A,0
74.05097303062173,1.110097931666534,18.72018364230565,111.07437240848645,94.12712073703574,45.0342035560374,38.56216320534118,Morning,Machine_C,0
70.3921054555258,1.2129769094212643,17.133046541497965,84.86619638107915,21.127842698051435,42.856453478978565,59.12275558347518,Night,Machine_A,0
70.49476383072013,1.165102175243669,16.07316604607298,97.34325905171471,63.292544279392956,38.73482907740609,58.49148614041049,Evening,Machine_A,0
64.51024199838314,1.3101337036610545,15.19977442389757,95.17070215036469,83.12502240247974,36.85362757768651,41.205713499744306,Evening,Machine_B,0
68.00368788271571,1.0982167422240412,20.200371983674387,94.23279442844385,59.58967124088339,38.28893227983145,57.55801698181618,Night,Machine_C,0
70.81095783230438,1.1858624012372387,15.526658889690983,88.40785937581622,65.55637713652582,37.432819406660585,35.2094224108722,Night,Machine_A,0
60.49215942325485,1.2850437912844932,19.820880378212227,113.20787702975608,40.9321511798737,53.67955570175064,47.6326113194559,Night,Machine_B,0
58.76798345117446,1.0934570746929397,13.636549095799188,96.38843755160612,10.184053808980476,36.953664435657316,50.32298626225004,Evening,Machine_B,0
69.23402759253027,1.1538729529606808,14.376825444545702,92.77286018056763,13.132735838308928,43.394996985269884,54.97317917582598,Morning,Machine_B,0
80.89407407115426,1.4722394225491824,21.51987722751177,89.93367165395658,95.2159628431564,47.23400266043563,76.29738825405994,Night,Machine_B,1
70.44055080656784,1.113164202671528,8.989789971596688,99.92694728783977,79.72435834871915,54.95984025641274,62.31848335574237,Night,Machine_B,0
61.89414831348252,1.0445745295757185,14.520819715354767,82.74916672486171,84.22936488339889,44.41488133749751,49.48437464913792,Night,Machine_B,0
75.51772533762286,1.0939362387593512,17.395723730782276,80.72661041167771,36.27361427715812,44.75902610738248,35.260404060836194,Morning,Machine_A,0
70.51770705655727,1.0690372526446765,14.238660758976023,98.58522604218051,96.8854471290267,51.94435093554874,47.79219570793607,Morning,Machine_C,0
74.85347007487077,1.1332125491212315,14.999033868308366,105.32158673253417,64.16166124708796,49.949124516651366,51.89808841679852,Night,Machine_C,0
66.80674342456679,1.2972090562894596,11.841731076789523,99.06726470317656,15.356328824938725,46.089006615806646,56.52220665343145,Morning,Machine_B,0
71.32503636047312,1.2279967137125014,14.185192937698828,85.70514458894482,6.73378872334911,42.78469541302564,64.21487114001094,Night,Machine_B,0
72.60194001310637,1.3297137253211477,13.354036140418602,109.30471411015448,54.490053337352094,51.34037829225578,43.012984284852074,Morning,Machine_C,0
75.02261087395473,1.1612700590198313,16.50546904781929,92.05661042568936,74.10740436698791,45.31195797682857,50.33891210230771,Evening,Machine_A,0
74.59988321208724,1.1102952864286766,16.615843848426884,121.32152031211004,1.8063815375064074,42.13292575761574,54.57609542817365,Evening,Machine_B,0
65.99979659759957,1.1872751923493723,13.408974933320344,98.35743727226208,2.2566495633022043,39.76782701249,40.038927306170294,Morning,Machine_C,0
69.42110194284427,1.1392475292898414,13.105672270296512,104.94883881751336,57.829349956809516,45.099480378801005,53.13790992652962,Evening,Machine_C,0
67.38394727175344,1.2410673667375596,18.122375057933848,111.16619236989544,98.987896584052,55.78759229131027,50.948630781643125,Evening,Machine_B,0
70.7148082500348,1.049548291436247,12.36308112585709,102.69948821738178,73.75334074310263,47.89238837462003,62.18978281957785,Evening,Machine_C,0
62.81217641618932,1.1927653601751471,16.561732833880562,99.39184277825936,15.156368094596672,47.07905296579902,39.421682018499475,Night,Machine_A,0
62.050484982889145,1.3503755438117766,15.077644688988292,107.3119686738358,8.720386206145381,45.66833469202608,49.566277741519656,Morning,Machine_C,0
81.92822429595641,1.1078837024445354,17.228834539474047,96.98069465681473,81.43341511631192,45.14462051057747,55.00581298571039,Morning,Machine_B,0
79.67672682323463,1.1558890348071758,15.403400029556606,101.97016731601703,80.97772527999778,45.41213127498997,49.34341046960237,Morning,Machine_B,0
75.8295631087315,1.027281089692522,13.940820430456718,98.12436700886695,45.683716640594795,49.68439599064406,39.39903276263416,Evening,Machine_C,0
72.42110579509516,1.3109392480899107,12.670520245163473,100.36168676738033,3.574306591394094,38.08142687787683,45.715545660981256,Night,Machine_C,0
73.877328104998,1.190178237658476,12.720507245420652,108.34244216878993,76.62564391807831,52.14534081618082,51.65805724179908,Morning,Machine_B,0
73.89092437771914,1.147994028760781,12.47682543168398,87.90890522689433,41.19488586536739,46.38371981387966,70.30042799451532,Evening,Machine_A,0
78.27343966608976,1.2047422601195847,14.773573667579326,95.38474816546228,81.63938812429258,46.78123779666661,39.98160806604709,Night,Machine_C,0
67.53744054717384,1.192897485000765,16.623120500524845,94.94485564291007,14.410500800086945,49.69993414003512,49.39696243555587,Night,Machine_A,0
66.2118754189011,1.1299200773610971,13.165978197201333,109.80776804424264,46.32531506397112,50.789580581602046,51.673706465224754,Morning,Machine_A,0
69.92403363912173,1.0595401118922267,12.930177670211599,98.68399653833883,52.63884483182639,45.2734535951908,56.34119997385301,Morning,Machine_B,0
72.9776180289772,1.2153910859822015,15.35864169232407,90.72138338083568,36.9623051762424,39.26121037498186,42.80756641379912,Evening,Machine_B,0
68.72578872635837,1.2014831004848427,17.78131253715397,80.25973622905083,98.99370944376975,31.51315763175571,52.28984649637903,Morning,Machine_B,0
67.23680510516165,1.1612265711233816,16.545154822180592,111.41605199795178,76.28920998230801,44.28495599710953,68.23595334357454,Evening,Machine_A,0
77.18617967079302,1.16944466723707,14.81716909263974,99.83934320773298,83.01476182117953,44.89774230742749,40.25967814337628,Night,Machine_B,0
65.81458215353231,1.3080624153113452,12.945246189419066,98.0457136507887,24.106612492330637,48.13477157225202,51.14763543518729,Night,Machine_B,0
77.34328206880497,1.2290708729472166,15.096505155270492,99.09431585852661,38.46673228725954,39.82379822179443,56.05186584309074,Night,Machine_A,0
74.81585108930105,1.0674024275722644,16.769506909675883,111.14152512569399,11.077460413201878,50.120717398082164,50.4727098370417,Night,Machine_A,0
79.55975951187227,1.3289370882108047,16.167738083913857,104.3509431806669,99.83099563941764,54.87196243956868,51.12949104568518,Morning,Machine_A,0
80.91552422529644,1.2680748342746948,15.5161241494831,81.131335277136,25.760273302685732,42.68989335596195,55.32669246015533,Morning,Machine_A,0
71.85116584173312,1.2609239412159865,17.219466142439543,105.91293783503455,10.058360839268921,50.417640207735055,50.57978658052484,Evening,Machine_C,0
80.39238698086895,1.1206755345862331,17.994772594294822,82.18358133445201,20.52205694187038,51.15201399455553,55.850831884503656,Evening,Machine_B,0
72.52617357253044,1.285380899695289,16.67186646856382,107.13894122333552,57.15564656701822,51.80455525260689,47.24518923200385,Evening,Machine_C,0
71.9808259551409,1.21805331508116,10.996657890303807,95.37320490276224,33.56683724402585,51.39511824460098,53.54513428774197,Evening,Machine_A,0
70.96900587606271,1.083836530419146,16.933473836599017,107.3524898263693,16.395995125413755,50.85442428637963,44.79700146084986,Evening,Machine_A,0
67.82784719621257,1.228781213408623,14.705328811602964,108.03140407957754,46.83212695789757,47.243329253053844,48.30069093495123,Night,Machine_A,0
73.79836043361175,1.2951870984856542,15.268092333439439,93.7172252411071,67.04679658272268,51.263582289157796,49.70741821605011,Night,Machine_A,0
75.75306268464792,1.2568167122506968,14.492293484183525,99.84035726951356,66.47762758764215,44.02516189782388,44.03405636410781,Night,Machine_A,0
63.00817550778447,1.0200069890630932,13.641691121605358,102.28479974617125,1.4745514460629106,50.06870661320795,37.3469781876599,Evening,Machine_B,0
82.7992140880759,1.239952344859079,10.256420921940382,92.75887973871717,75.54116114616856,55.149003519298475,40.025533668609555,Night,Machine_C,0
